2.411964e-01 1.611482e-01 3.046034e-01 1.304442e-01 8.238264e-01 3.742058e-01 3.857554e-01 2.601462e-01 7.643601e-01 4.750669e-01 5.727308e-01 2.797075e-01 2.538209e-01 2.510871e-01 3.408825e-01 1.669838e-01
5.738873e-01 5.667304e-01 5.671839e-01 7.575807e-01 1.270739e-01 4.927159e-01 2.882543e-01 7.375261e-01 3.015696e-01 3.022231e-01 2.735257e-01 5.905110e-01 3.541467e-01 1.545065e-01 4.981309e-01 6.157581e-01
7.216808e-01 4.882535e-01 5.831352e-01 7.082039e-01 1.645057e-01 4.586013e-01 2.957073e-01 6.713575e-01 3.281089e-01 2.373345e-01 2.874538e-01 2.515046e-01 5.389597e-01 1.743622e-01 7.291673e-01 7.549048e-01
4.966350e-01 5.645567e-01 5.802217e-01 7.939445e-01 1.482291e-01 3.989629e-01 3.064831e-01 6.049905e-01 3.136430e-01 2.413761e-01 2.200006e-01 5.202112e-01 6.091968e-01 1.555978e-01 6.982548e-01 5.774579e-01
5.850632e-01 4.895776e-01 5.145467e-01 7.542056e-01 1.355134e-01 4.258561e-01 3.841465e-01 7.673704e-01 2.420308e-01 2.764397e-01 1.930795e-01 4.816789e-01 5.264060e-01 1.878572e-01 6.533327e-01 6.853946e-01
4.034231e-01 3.591094e-01 3.792881e-01 6.220922e-01 1.117385e-01 3.333797e-01 5.281466e-01 8.889577e-01 1.582262e-01 3.281281e-01 1.263471e-01 7.134416e-01 3.656175e-01 1.538768e-01 4.273637e-01 8.428347e-01
4.918926e-01 5.012743e-01 4.848456e-01 6.796057e-01 1.207067e-01 4.570469e-01 3.596371e-01 8.253084e-01 2.220898e-01 2.596934e-01 2.055494e-01 5.859712e-01 4.131269e-01 1.641079e-01 6.290587e-01 7.890186e-01
6.636347e-01 4.579009e-01 5.366006e-01 6.997353e-01 1.440710e-01 4.578967e-01 3.662504e-01 8.067817e-01 2.563164e-01 2.735803e-01 2.366696e-01 3.928446e-01 4.652630e-01 1.782038e-01 6.412544e-01 8.157248e-01
7.121639e-01 2.719413e-01 3.622170e-01 5.755588e-01 9.638230e-02 3.512458e-01 5.174395e-01 8.933191e-01 1.489979e-01 3.010543e-01 1.318859e-01 3.429785e-01 3.527213e-01 1.590415e-01 4.913609e-01 8.650070e-01
4.243520e-01 3.302615e-01 3.394561e-01 5.067801e-01 1.375023e-01 3.208822e-01 4.888866e-01 8.164245e-01 1.665751e-01 2.043088e-01 1.251234e-01 4.094345e-01 6.147861e-01 1.737554e-01 7.993921e-01 9.111698e-01
3.251425e-01 2.535208e-01 5.699408e-01 2.146876e-01 8.566231e-01 4.920895e-01 4.212201e-01 1.975097e-01 8.103981e-01 7.611398e-01 3.533542e-01 4.460315e-01 4.311153e-01 4.088312e-01 1.965952e-01 3.362553e-01
2.315961e-01 2.229812e-01 5.181404e-01 2.246569e-01 9.159370e-01 6.932831e-01 5.649139e-01 1.985185e-01 7.402495e-01 8.240494e-01 2.585262e-01 6.046532e-01 3.579226e-01 6.699307e-01 1.573444e-01 2.795950e-01
3.251806e-01 1.980103e-01 7.050955e-01 1.587554e-01 9.255631e-01 6.232491e-01 6.550295e-01 3.264547e-01 8.575211e-01 6.659958e-01 2.258447e-01 3.861832e-01 3.957710e-01 5.967681e-01 1.454276e-01 2.833286e-01
4.027571e-01 1.867153e-01 5.115216e-01 1.924444e-01 9.306827e-01 6.198937e-01 4.977481e-01 2.678417e-01 8.890150e-01 7.974294e-01 2.365219e-01 5.385743e-01 3.792750e-01 5.587826e-01 1.759283e-01 3.554834e-01
3.836364e-01 3.522584e-01 6.503828e-01 1.884292e-01 8.960400e-01 6.261713e-01 5.581308e-01 1.506853e-01 7.814400e-01 7.969450e-01 2.505426e-01 4.525490e-01 3.212812e-01 5.201442e-01 1.133414e-01 4.268656e-01
3.240691e-01 3.037874e-01 6.634458e-01 1.681326e-01 8.805891e-01 6.869944e-01 6.657469e-01 1.840236e-01 8.491254e-01 6.464151e-01 2.519954e-01 3.776898e-01 4.116726e-01 6.334622e-01 1.041453e-01 3.817160e-01
2.206850e-01 2.151592e-01 6.818764e-01 2.029001e-01 9.161332e-01 5.593005e-01 5.502028e-01 2.562023e-01 8.206827e-01 7.210470e-01 2.950080e-01 6.171828e-01 3.156575e-01 7.386727e-01 9.239550e-02 3.429617e-01
2.904075e-01 2.186821e-01 7.210976e-01 2.231375e-01 9.383841e-01 6.284909e-01 6.395472e-01 2.067207e-01 8.591759e-01 8.535459e-01 1.749866e-01 5.757262e-01 4.440793e-01 5.757143e-01 1.042090e-01 3.374081e-01
3.925154e-01 1.943758e-01 7.349014e-01 1.875568e-01 9.580764e-01 5.642848e-01 6.375933e-01 1.898003e-01 8.942720e-01 8.592742e-01 1.246549e-01 5.199796e-01 4.509415e-01 4.169178e-01 9.100174e-02 3.956294e-01
3.587643e-01 2.249455e-01 7.523026e-01 1.858760e-01 9.290719e-01 5.629485e-01 6.126987e-01 1.841857e-01 8.416706e-01 8.963398e-01 1.248424e-01 5.220392e-01 5.589908e-01 4.534435e-01 7.854285e-02 3.302988e-01
